id,question,pred,answer,answer_type,image
399,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
400,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
402,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
403,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
404,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
405,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
406,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
407,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
408,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
410,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
411,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
412,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
413,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
414,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
415,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
416,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
417,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
418,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
419,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
420,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
422,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
424,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
425,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
426,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
428,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
429,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
430,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
433,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
436,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
438,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
439,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
440,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
442,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
444,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
445,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
446,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
447,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
451,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
452,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
455,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
456,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
457,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
458,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
459,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
460,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
461,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
462,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
464,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
465,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
466,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
468,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
469,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
470,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
471,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
472,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
473,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
475,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
476,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
477,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
478,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
479,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
480,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
482,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
484,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
485,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
486,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
487,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
489,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
491,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
492,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
493,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
494,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
495,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
497,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
498,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
499,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
501,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
502,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
503,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
504,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
506,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
507,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
509,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
511,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
512,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
514,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
515,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
516,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
517,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
518,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
519,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
520,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
522,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
523,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
524,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
525,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
526,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
529,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
530,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
531,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
532,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
533,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
535,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
536,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
537,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
541,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
542,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
543,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
544,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
545,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
546,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
547,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
548,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
551,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
552,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
554,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
555,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
556,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
558,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
560,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
561,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
563,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
564,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
565,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
567,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
570,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
571,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
575,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
576,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
577,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
578,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
579,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
580,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
581,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
583,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
584,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
585,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
586,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
587,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
588,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
589,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
591,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
592,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
593,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
595,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
596,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
597,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
598,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
600,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
602,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
603,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
604,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
605,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
606,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
607,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
608,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
609,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
611,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
614,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
615,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
616,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
617,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
619,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
620,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
621,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
623,"Given a chest X-ray image, determine whether the patient has a normal chest or pneumonia.
Only output 'normal' or 'pneumonia'.",normal,normal,CLOSED,
